lat	cyr	pos	ekav	gloss
dijareja				диарея
dijarhija				диархия
dijaspora				диаспора
dijateza				диатез
dijeceza				диоцез
dijeliti				делить
dijeta				диета
dijete				ребёнок
dikobraz				дикобраз
dikotiledon				двудольные
diktatura				диктатура
dilatometar				дилатометр
dilema				дилемма
diletant				дилетант
diližansa				дилижанец, дилижанс
dim				дым
dimetredon				диметродон
dimitri				дмитрий
dimničar				трубочист
dimnjačar				трубочист
dimorfizam				диморфизм
dinamit				динамит
dinastija				династия
dinja				дыня
dinosaurus				динозавр
diogen				диоген
dionis				дионис
dioničar				акционер
diorit				диорит
diplomat				дипломат
diplomatski				дипломатический
diplomiranje				окончание
dipol				диполь
dipsomanija				запой
direktor				директор
direktorijum				каталог
dirljiv				трогательный
disanje				дыхание
disati				дышать
disciplina				дисциплина, дисциплинированность
disciplinovan				дисциплинированный
disciplinovanost				дисциплинированность
disciplinovati				дисциплинировать
disekcija				диссекция
diseldorf				дюссельдорф
disident				диссидент
